location,time,employment_protection_value,total_investment,r_d_research_value,gdp_growth,new_mental_health_units,population
AUS,2008,1.6309524,12101027770,20262.3291764202,3.6577667597209143,2745,21249200
AUS,2009,1.6309524,12651361468,NA,1.9227272928833372,0,21691700
AUS,2010,1.9880953,16624426441,20591.8985131489,2.0529420039533193,0,22031750
AUS,2011,1.9880953,22482681676,20725.6161021354,2.4511050826840233,NA,22340024
AUS,2012,1.9880953,28261571799,NA,3.891940026478906,NA,22733465
AUS,2013,1.9404762,22346485072,21607.9881880432,2.6394823570563943,NA,23128129
AUT,2008,2.4421768,2867000000,9219.70726800936,1.4604251931814076,0,8321496
AUT,2009,2.4421768,2953000000,8966.85494310941,-3.764580483080877,1653,8343323
AUT,2010,2.4421768,2511000000,9586.50029694663,1.837094591525016,0,8363404
AUT,2011,2.4421768,2448000000,9658.8619100342,2.922797636363825,NA,8391643
AUT,2012,2.4421768,2018000000,10621.1509582085,0.6804443742486797,NA,8429991
AUT,2013,2.4421768,2022000000,10770.3832883799,0.025504100615833636,NA,8479823
BEL,2008,2.9948978,1645865787,8368.98034815543,0.7831730377547501,0,10709973
BEL,2009,2.9948978,2102314281,8440.76607907404,-2.2531746349459354,0,10796493
BEL,2010,3.1309524,2138467073,8958.22353303057,2.74421327182894,0,10895586
BEL,2011,3.1309524,1970066303,9584.11978675045,1.7983026591308402,NA,11038264
BEL,2012,2.9948978,2348431630,10132.5930026146,0.23479692439649114,NA,11106932
BEL,2013,2.9948978,2244786096,10423.5510689606,0.2006504436526484,NA,11159407
CAN,2008,1.5058106,10362983389,25311.7141262565,1.0003609729592142,4272,33247118
CAN,2009,1.5058106,12413575575,25382.0616294914,-2.9495876427671277,0,33628895
CAN,2010,1.5058106,17002561287,24903.0745682261,3.0835142198872205,0,34004889
CAN,2011,1.5058106,16886449548,25148.2444011652,3.1412190013903967,NA,34339328
CAN,2012,1.5058106,17185554172,25376.893315230802,1.7454722831800495,NA,34714222
CAN,2013,1.5058106,15830166618,25027.2041907452,2.4750018591249017,NA,35082954
DNK,2008,2.2749434,1399409871,6836.27755307354,-0.5120252218057431,0,5493621
DNK,2009,2.2749434,1228663900,7161.10783171175,-4.906525558097087,774,5523095
DNK,2010,2.2749434,1430336234,6965.39368568243,1.8709926386621447,0,5547683
DNK,2011,2.3202949,2008267680,7125.25375978684,1.3367746666622509,NA,5570572
DNK,2012,2.3202949,2335097665,7230.14499358567,0.22646847587151342,NA,5591572
DNK,2013,2.3202949,2273562264,7271.27420027755,0.9333492815162288,NA,5614932
FIN,2008,2.1666667,1648000000,7808.01526141261,0.7206684874099238,1500,5313399
FIN,2009,2.1666667,1461000000,7569.74229142166,-8.269036558271054,0,5338871
FIN,2010,2.1666667,1394000000,7748.72241016661,2.9923375022018632,0,5363352
FIN,2011,2.1666667,1450000000,7761.99685517674,2.5708177445216336,NA,5388272
FIN,2012,2.1666667,1681000000,7190.11618390616,-1.4261893595956394,NA,5413971
FIN,2013,2.1666667,1831000000,6859.54292904206,-0.7580362948200872,NA,5438972
FRA,2008,2.8701813,18871901651,48667.6849611186,0.19529476711906568,14000,64374984
FRA,2009,2.8225625,19324464990,50694.3140597897,-2.941341057959491,0,64707040
FRA,2010,2.8225625,19504363953,50908.1617763668,1.965657376414967,0,65027507
FRA,2011,2.8225625,19306195274,52277.7403126656,2.079229174320105,NA,65342780
FRA,2012,2.8225625,20659821707,53220.4315712306,0.18269303419411642,NA,65659809
FRA,2013,2.8225625,22486078472,53766.4799027931,0.5762415457775774,NA,65998687
DEU,2008,2.8418367,17901000000,84808.8043657433,1.0823154039190541,0,82110097
DEU,2009,2.8418367,19397000000,84029.152379131,-5.618860434658572,0,81902307
DEU,2010,2.8418367,18592000000,87047.6413894575,4.079933304870693,0,81776930
DEU,2011,2.8418367,19236000000,92958.8210394261,3.6600001550351635,NA,80274983
DEU,2012,2.8418367,18625000000,95838.8421117363,0.49199282913805575,NA,80425823
DEU,2013,2.8418367,18515000000,94727.1333107654,0.48958448249463515,NA,80645605
GRC,2008,2.8503401,2257000000,2292.67986014247,-0.3351725573120632,1440,11077841
GRC,2009,2.8503401,2416000000,2073.85972802617,-4.300733666628204,0,11107017
GRC,2010,2.8503401,1717000000,1875.03353175816,-5.479037107755303,0,11121341
GRC,2011,2.4444444,1569000000,1913.32099528431,-9.132494153229487,NA,11104899
GRC,2012,2.4444444,1349000000,1846.50175717368,-7.3004939353207305,NA,11045011
GRC,2013,2.4104307,2359000000,2072.03766459173,-3.241425025065908,NA,10965211
ISL,2008,2.4580498,279242171,342.993904056382,1.6589137461150614,0,317414
ISL,2009,2.4580498,146152964,335.570668253349,-6.505254419532463,65,318499
ISL,2010,2.4580498,95692659,NA,-3.605636983285308,0,318041
ISL,2011,2.4580498,57246661,310.340012428608,1.9630239751195404,NA,319014
ISL,2012,2.4580498,55037206,NA,1.3192600914824624,NA,320716
ISL,2013,2.4580498,58506797,231.798227728693,4.3081378698682755,NA,323764
IRL,2008,1.978458,2503000000,2822.19238976138,-3.9359290675004672,0,4489544
IRL,2009,1.978458,2290000000,3119.23936834925,-4.626771598296713,0,4535375
IRL,2010,1.978458,1663000000,3145.24482912537,1.801679033351462,278,4560155
IRL,2011,1.978458,1116000000,3152.80516180604,2.9849077398845054,NA,4580084
IRL,2012,2.0691609,897000000,3195.71777686579,0.03715475319248185,NA,4599533
IRL,2013,2.0691609,605000000,3267.22054986364,1.6388450031269173,NA,4623816
ITA,2008,3.0323131,21260000000,25149.6201196034,-1.0504028348038332,0,58826731
ITA,2009,3.0323131,12750000000,24947.4765435949,-5.4820550401474435,4693,59095365
ITA,2010,3.0323131,10183000000,25406.4620956828,1.6865234030892111,0,59277417
ITA,2011,3.0323131,10083000000,25275.7235280545,0.5766230221042008,NA,59379449
ITA,2012,3.0323131,8838000000,25802.3847543318,-2.819013779254931,NA,59539717
ITA,2013,2.8894558,8293000000,26091.0122347172,-1.7281608024923116,NA,60233948
JPN,2008,2.0850341,44354940588,151792.390273112,-1.0935406004227133,0,128063000
JPN,2009,2.0850341,54002325667,139019.804557865,-5.4164127967399764,0,128047000
JPN,2010,2.0850341,51601722813,140619.12642075,4.191739258606702,0,128070000
JPN,2011,2.0850341,49636633272,145278.491770744,-0.11542133971575197,NA,127833000
JPN,2012,2.0850341,53744213167,145829.031462319,1.4950895859379187,NA,127629000
JPN,2013,2.0850341,45739801236,153653.513907821,2.0002678411019588,NA,127445000
LUX,2008,2.7352607,334580733,703.002212975636,-1.2795855724345557,0,488650
LUX,2009,2.7352607,339919266,694.967828378266,-4.358607005322952,104,497783
LUX,2010,2.7352607,346849368,652.782115421402,4.86496856032889,0,506953
LUX,2011,2.7352607,386185290,651.628124187317,2.539234839368561,NA,518347
LUX,2012,2.7352607,350032098,564.945938937407,-0.3525193600925576,NA,530946
LUX,2013,2.7352607,366284762,599.388584727016,3.6543703850578737,NA,543360
NLD,2008,2.9297051,3284000000,12461.7313198555,1.6990607781359586,3126,16445593
NLD,2009,2.8843536,3502000000,12301.0328260474,-3.7675835367598154,0,16530388
NLD,2010,2.8843536,3649000000,12764.8221864254,1.4026621772173797,0,16615394
NLD,2011,2.8843536,3686000000,14318.7773936763,1.6636263443924975,NA,16693074
NLD,2012,2.8843536,NA,14438.3393102062,-1.057037403935709,NA,16754962
NLD,2013,2.9379251,NA,14509.1444961982,-0.19033919969655244,NA,16804432
NZL,2008,1.1020409,512484231,NA,-1.545526426091854,420,4259800
NZL,2009,1.1020409,578672219,1687.5170601061,1.916064648251023,0,4302600
NZL,2010,1.1020409,731739827,NA,0.9621571889926912,0,4350700
NZL,2011,1.1020409,841984698,1719.64666180103,2.695798489927938,NA,4384000
NZL,2012,1.0068028,668150044,NA,2.4994165813840397,NA,4408100
NZL,2013,1.0068028,766018434,1685.89076583001,2.0180099910859184,NA,4442100
NOR,2008,2.3095238,2639091529,4721.92248997081,0.4807921542428346,0,4768212
NOR,2009,2.3095238,3179703969,4744.59193391069,-1.6910436108384204,0,4828726
NOR,2010,2.3095238,3375343493,4676.6798068907,0.691663072400317,1494,4889252
NOR,2011,2.3095238,3539193923,4823.45742273797,0.9719348785671968,NA,4953088
NOR,2012,2.3095238,4463915457,4975.01587821571,2.7216267922774477,NA,5018573
NOR,2013,2.3095238,5196474100,5119.1057148129,1.0443890784354437,NA,5079623
PRT,2008,3.5119047,2028000000,4224.83137378035,0.1992722487473344,0,10558177
PRT,2009,3.5119047,1567000000,4480.55065926714,-2.978104800248346,0,10568247
PRT,2010,3.3078232,2154000000,4429.34399315421,1.898691175609585,0,10573100
PRT,2011,3.3078232,519000000,4133.52313177244,-1.8268523506265808,NA,10557560
PRT,2012,2.8996599,489000000,3751.72051509484,-4.028256748252801,NA,10514844
PRT,2013,2.6853743,369000000,3571.05383812905,-1.1301558228824433,NA,10457295
ESP,2008,2.6598639,22506000000,20325.8736978127,1.117686860029778,0,45954106
ESP,2009,2.6598639,22475000000,20109.5713071091,-3.573751448691567,0,46362946
ESP,2010,2.6598639,19511000000,20086.6978341599,0.014063877762708898,3894,46576897
ESP,2011,2.5578232,16543000000,19524.5575074326,-0.9987649581149611,NA,46742697
ESP,2012,2.5578232,12854000000,18420.9126440298,-2.927750507177109,NA,46773055
ESP,2013,2.3554423,8771000000,17835.3963494241,-1.7057050003465406,NA,46620045
SWE,2008,2.5170066,3091328807,13578.1395316473,-0.5570476276999301,0,9219637
SWE,2009,2.5170066,3051576876,12706.1995639711,-5.184659030079374,330,9298515
SWE,2010,2.5170066,3284312185,12555.4616086535,5.9889265471398545,0,9378126
SWE,2011,2.5170066,3526961761,13022.5445018391,2.6644079506953773,NA,9449213
SWE,2012,2.5170066,4015298563,13113.7792023228,-0.2863206154440405,NA,9519374
SWE,2013,2.5170066,3507774118,13376.4980598572,1.2412049173094317,NA,9600379
CHE,2008,2.1037414,5462793775,11203.8586668405,2.154701861134896,3146,7647675
CHE,2009,2.1037414,6054043314,NA,-2.2221071209744707,0,7743831
CHE,2010,2.1037414,6661119953,NA,3.0026991077517096,0,7824909
CHE,2011,2.1037414,7559967585,NA,1.6928084951503877,NA,7912398
CHE,2012,2.1037414,7608894052,13607.9684120414,1.0060240974266321,NA,7996861
CHE,2013,2.1037414,7691120319,NA,1.8520397573524576,NA,8089346
GBR,2008,1.7585034,13574897677,37684.4873345761,-0.4725403174234941,0,61806995
GBR,2009,1.7585034,12873755869,37441.7282596756,-4.187759438322402,9220,62276270
GBR,2010,1.7585034,12870017479,37573.3018068028,1.6945471397559828,0,62766365
GBR,2011,1.7585034,13097682646,38254.4556037785,1.4526239700938675,NA,63258810
GBR,2012,1.7585034,14323368265,37151.4771294972,1.4813298290309547,NA,63700215
GBR,2013,1.6632653,14456302402,38980.6411385914,2.052388508423306,NA,64128273
USA,2008,1.1714286,62165782674,415342.270161634,-0.2916214586939532,0,304093966
USA,2009,1.1714286,66496088423,411368.639284228,-2.7755295741680754,0,306771529
USA,2010,1.1714286,70900663250,410093,2.5319206161631485,24758,309321666
USA,2011,1.1714286,68765538550,421097.8943507,1.601454672471391,NA,311556874
USA,2012,1.1714286,74961885501,417864.451378761,2.224030853857144,NA,313830990
USA,2013,1.1714286,72271495257,430606.184626233,1.6773315299245297,NA,315993715
AUS,1995,NA,3056259377,NA,3.8293687531651983,NA,18072000
AUS,1996,NA,3827099180,9459.46387590201,3.878631271390816,NA,18311000
AUS,1997,NA,4266211215,NA,3.96642048968603,NA,18517000
AUS,1998,NA,4400683246,9440.65685468416,4.576739364354523,NA,18711000
AUS,1999,NA,4630127746,NA,5.01806394269731,NA,18926000
AUS,2000,NA,4207622105,10275.204171924,3.9431890822989573,NA,19153000
AUS,2001,NA,3797614895,NA,1.9331057288134446,NA,19413000
AUS,2002,NA,4273266972,12286.7292331009,4.003022283703729,NA,19651400
AUS,2003,NA,5026848570,NA,2.9857449046347284,NA,19895400
AUS,2004,NA,6716256971,13849.276471974,4.001105520142829,0,20127400
AUS,2005,NA,8827823877,NA,3.1903163404162598,0,20394800
AUS,2006,NA,8924897771,17113.6644076267,2.8342325122041103,0,20697900
AUS,2007,NA,10690566859,NA,3.7773290295908737,0,20827600
AUS,2014,NA,17969766947,NA,2.5583375228690244,NA,23475686
AUS,2015,NA,14481086382,20369.0109942191,2.3511364407440567,NA,23815995
AUS,2016,NA,15354136346,NA,2.8273105109630308,NA,24190907
AUT,1995,NA,1073000000,3986.48761410934,2.667983665527089,NA,7948278
AUT,1996,NA,1102000000,4216.21808197763,2.349535096726612,NA,7959017
AUT,1997,NA,1154000000,4506.37896851888,2.0935964761565913,NA,7968041
AUT,1998,NA,1471000000,4883.93016169048,3.58143100907364,NA,7976789
AUT,1999,NA,1607000000,5390.08252440498,3.556330240609057,NA,7992324
AUT,2000,NA,1756000000,5694.78707427446,3.3757219732499806,NA,8011566
AUT,2001,NA,1792000000,6091.31427748979,1.267170469022986,NA,8042293
AUT,2002,NA,1826000000,6421.54924404981,1.6515494073389192,NA,8081957
AUT,2003,NA,1956000000,6822.65194054623,0.9414733119992746,NA,8121423
AUT,2004,NA,2307000000,6982.0555993246,2.7351185184438833,0,8171966
AUT,2005,NA,2386000000,7821.34099638341,2.2440668122355447,0,8227829
AUT,2006,NA,2515000000,8043.71706197342,3.4540410323043744,0,8268641
AUT,2007,NA,2566000000,8552.92239082325,3.7274151755296856,0,8295487
AUT,2014,NA,2030000000,11279.6626701661,0.828733875377921,NA,8546356
AUT,2015,NA,2006000000,11322.9478308825,1.0918542316619408,NA,8642699
AUT,2016,NA,1969000000,11635.1327698053,1.4509154382148495,NA,8736668
BEL,1995,NA,1220000000,5285.69095372455,2.3847572377605957,NA,10136811
BEL,1996,NA,1011000000,5668.50969225791,1.5934063029381207,NA,10156637
BEL,1997,NA,1133000000,6100.22616597336,3.710444953595001,NA,10181245
BEL,1998,NA,1094000000,6320.76572021802,1.9752743660678789,NA,10203008
BEL,1999,NA,1353000000,6786.68315263402,3.5633115521348913,NA,10226419
BEL,2000,NA,1607000000,7151.13521390425,3.6336520149299503,NA,10251250
BEL,2001,NA,1469000000,7581.63147454319,0.8115436069082307,NA,10286570
BEL,2002,NA,1604000000,7216.81121001473,1.7805063006044435,NA,10332785
BEL,2003,NA,1555000000,7046.17342097656,0.7745672334992264,NA,10376133
BEL,2004,NA,1565000000,7211.16856030819,3.6346806722403073,0,10421137
BEL,2005,NA,1588527538,7253.64969756889,2.0942727084718484,0,10478617
BEL,2006,NA,1531448431,7568.74241557312,2.5061401154613066,0,10547958
BEL,2007,NA,1458740802,7958.65917491449,3.448973791690335,0,10625700
BEL,2014,NA,1884978558,10800.5083506177,1.293265235102865,NA,11209057
BEL,2015,NA,2309993900,11315.4764306057,1.4269568094580762,NA,11274196
BEL,2016,NA,2194293669,11578.7705398995,1.4122920154533887,NA,11331422
CAN,1995,NA,3933266489,15435.9412110175,2.6777084356616854,NA,29302311
CAN,1996,NA,3725739371,15239.6593542792,1.6110480305113555,NA,29610218
CAN,1997,NA,3948776759,15961.9779692193,4.279812433307001,NA,29905948
CAN,1998,NA,3710986831,17577.2409570221,3.8817591438216965,NA,30155173
CAN,1999,NA,3776880873,18909.6105426304,5.163210900072855,NA,30401286
CAN,2000,NA,5277129522,21122.2580958845,5.182690285805265,NA,30685730
CAN,2001,NA,6290473787,23382.5082136878,1.7708190890414386,NA,31020902
CAN,2002,NA,5704073374,23497.492611593,3.010016307596743,NA,31360079
CAN,2003,NA,5539190898,23873.3025234695,1.8022733120588441,NA,31644028
CAN,2004,NA,5424860852,24976.1908161596,3.0859612090986133,0,31940655
CAN,2005,NA,6967609459,25433.9900380579,3.2013821365397916,0,32243753
CAN,2006,NA,8364695970,25720.2478269461,2.6234126230555006,0,32571174
CAN,2007,NA,9365511607,25709.9176986939,2.0627476902584903,0,32889025
CAN,2014,NA,7624047091,25868.8814047732,2.8557392043641983,NA,35437435
CAN,2015,NA,8444692737,25079.5243204889,1.0008824940799173,NA,35702908
CAN,2016,NA,8219719842,24736.7690695693,1.414102745576912,NA,36109487
CHE,1995,NA,3737948885,NA,0.4808664430238565,NA,7040687
CHE,1996,NA,3744420355,7623.36790696243,0.5400276048691808,NA,7071850
CHE,1997,NA,3731070973,NA,2.3401498836721544,NA,7088906
CHE,1998,NA,3758707847,NA,2.989891845731222,NA,7110001
CHE,1999,NA,4156460885,NA,1.694719833815327,NA,7143991
CHE,2000,NA,4606792066,8058.88760737708,3.936823452673238,NA,7184250
CHE,2001,NA,4909957627,NA,1.3124236689136666,NA,7229854
CHE,2002,NA,5284896401,NA,0.1626129024025431,NA,7284753
CHE,2003,NA,4989149734,NA,0.03957656774346674,NA,7339001
CHE,2004,NA,5004857198,9672.18709811337,2.776223500490758,0,7389625
CHE,2005,NA,5061680553,NA,3.1152455297264794,0,7437115
CHE,2006,NA,5061343843,NA,3.9886342206791596,0,7483934
CHE,2007,NA,5003348146,NA,4.111877812076045,0,7551117
CHE,2014,NA,7491355179,NA,2.4492180965164607,NA,8188649
CHE,2015,NA,4407081304,15216.8739898476,1.2263843594562616,NA,8282396
CHE,2016,NA,4407448175,NA,1.375884495838278,NA,8373338
DEU,1995,NA,18336000000,56825.2245132943,1.7376406312156263,NA,81678051
DEU,1996,NA,18469000000,57462.4815707985,0.8178976170142107,NA,81914831
DEU,1997,NA,17941000000,59665.4206556084,1.849200669808468,NA,82034771
DEU,1998,NA,17666000000,61782.231858649,1.979618407036753,NA,82047195
DEU,1999,NA,21068000000,66471.1957888863,1.987134949286613,NA,82100243
DEU,2000,NA,20073000000,70136.0405956076,2.962045367845235,NA,82211508
DEU,2001,NA,19718000000,71143.7746412615,1.6954714518861067,NA,82349925
DEU,2002,NA,21377000000,72033.9265744998,0,NA,82488495
DEU,2003,NA,20413000000,72741.7847465899,-0.7099061718807889,NA,82534176
DEU,2004,NA,18874000000,72520.0001476759,1.1699704128651547,0,82516260
DEU,2005,NA,15671000000,73085.0773275588,0.70671394810023,0,82469422
DEU,2006,NA,16801000000,76837.5882690128,3.7001595720548437,0,82376451
DEU,2007,NA,17761000000,79029.4296581203,3.2605352968215726,0,82266372
DEU,2014,NA,18285000000,98329.7004352226,1.9296904098075771,NA,80982500
DEU,2015,NA,18580000000,101578.033334441,1.7432053936599345,NA,81686611
DEU,2016,NA,19455000000,104075.245255981,1.9436254278131742,NA,82348669
DNK,1995,NA,1187099943,3410.61901481664,3.0276340729972873,NA,5233373
DNK,1996,NA,1511861735,3544.13143633207,2.900068334546006,NA,5263074
DNK,1997,NA,1336781194,3826.76149267595,3.260879793622351,NA,5284991
DNK,1998,NA,1555508147,4153.99921850909,2.2181618879989884,NA,5304219
DNK,1999,NA,1241863467,4535.35445206238,2.94800709905887,NA,5321799
DNK,2000,NA,1193351043,NA,3.746900212353623,NA,5339616
DNK,2001,NA,1115375326,5183.32678846879,0.8231493002992494,NA,5358783
DNK,2002,NA,994145751,5469.10096498338,0.46634492848411924,NA,5375931
DNK,2003,NA,983756577,5646.5039514062,0.39007386505103625,NA,5390574
DNK,2004,NA,1197731152,5585.4826077649,2.6681934594168695,0,5404523
DNK,2005,NA,1271119342,5655.06041207992,2.336664490820624,0,5419432
DNK,2006,NA,1510638011,5899.98525167837,3.9129801518896272,0,5437272
DNK,2007,NA,1392199496,6232.13557880486,0.9092529958465718,0,5461438
DNK,2014,NA,2351473528,7248.63334760137,1.6193749707103393,NA,5643475
DNK,2015,NA,2468693857,7474.71148522979,1.606608994338771,NA,5683483
DNK,2016,NA,2284497811,7399.47349750673,1.9640771294674693,NA,5728010
ESP,1995,NA,6007000000,7560.36778421342,2.757494032950646,NA,39724050
ESP,1996,NA,5701000000,7929.42271665004,2.674783587866841,NA,39889852
ESP,1997,NA,5655000000,8119.40368377636,3.6896139984344387,NA,40057389
ESP,1998,NA,6782000000,9244.45842926044,4.305978446970855,NA,40223509
ESP,1999,NA,6830000000,9539.88688774201,4.484774430372056,NA,40386875
ESP,2000,NA,8079000000,10575.382167101,5.289099595059184,NA,40567864
ESP,2001,NA,10181000000,11063.6894678621,4.001073835401314,NA,40850412
ESP,2002,NA,13316000000,12275.507677778,2.8798760971945825,NA,41431558
ESP,2003,NA,15004000000,13486.7115380078,3.1875714756449725,NA,42187645
ESP,2004,NA,15574000000,14135.6298375867,3.1667465006120636,0,42921895
ESP,2005,NA,18114000000,15470.6173695606,3.7230017884165534,0,43653155
ESP,2006,NA,19008000000,17240.1150561195,4.17412318641999,0,44397319
ESP,2007,NA,21159000000,18840.8375439167,3.7689924077177324,0,45226803
ESP,2014,NA,8636000000,17607.8662964539,1.3799972382426944,NA,46480882
ESP,2015,NA,8224000000,17980.4218196195,3.4322533279236467,NA,46444832
ESP,2016,NA,6861000000,18049.4113648513,3.2744627396774177,NA,46484062
FIN,1995,NA,777000000,3023.32391985774,4.20713067270178,NA,5107790
FIN,1996,NA,723000000,3487.82775380572,3.658833063209073,NA,5124573
FIN,1997,NA,747000000,3962.84710830064,6.251807841144512,NA,5139835
FIN,1998,NA,831000000,4438.12441100615,5.428512566955092,NA,5153498
FIN,1999,NA,890000000,5083.6229189238,4.444134273152358,NA,5165474
FIN,2000,NA,845000000,5703.35172695153,5.634847452191011,NA,5176209
FIN,2001,NA,850000000,5764.48740054033,2.580792075450205,NA,5188008
FIN,2002,NA,855000000,5970.31720841966,1.6803250889493029,NA,5200598
FIN,2003,NA,942000000,6172.99922934827,1.9939840869396477,NA,5213014
FIN,2004,NA,1097000000,6440.22495252233,3.926057175474469,0,5228172
FIN,2005,NA,1061000000,6648.86262605752,2.7799550309805596,0,5246096
FIN,2006,NA,1141000000,6934.80518534666,4.055197443861829,0,5266268
FIN,2007,NA,1313000000,7312.17558741666,5.18480080885459,0,5288720
FIN,2014,NA,2013000000,6571.77536296757,-0.6317280905938532,NA,5461512
FIN,2015,NA,1945866994,6013.92899640073,0.13508225544482855,NA,5479531
FIN,2016,NA,2105000000,5824.42256858221,2.135381815261894,NA,5495303
FRA,1995,NA,14553863947,40225.7366308295,2.085084531121751,NA,59541899
FRA,1996,NA,14784665544,40451.4091569116,1.3880040297411682,NA,59753100
FRA,1997,NA,14782311225,39985.0223690796,2.337333405606998,NA,59964851
FRA,1998,NA,14472007530,40399.6286713711,3.5562012550393547,NA,60186288
FRA,1999,NA,14131488324,42033.5452237315,3.4070991477819206,NA,60496718
FRA,2000,NA,14200214409,43368.1135707585,3.875162258929322,NA,60912500
FRA,2001,NA,14184823960,45157.3224041263,1.954449424428887,NA,61357430
FRA,2002,NA,14208837549,46440.8965289266,1.1184568913151338,NA,61805267
FRA,2003,NA,15345681204,45646.7594890923,0.8195316686402805,NA,62244886
FRA,2004,NA,16011033522,46358.1903229604,2.786424110666559,0,62704895
FRA,2005,NA,16752028253,46134.1098865878,1.6077138137054874,0,63179351
FRA,2006,NA,17462902777,47216.6978738545,2.3749468998576617,0,63621381
FRA,2007,NA,18758076298,47708.9970446778,2.3614988742485536,0,64016225
FRA,2014,NA,19375087378,55219.5722183136,0.9475864720860443,NA,66312067
FRA,2015,NA,17943950365,55591.1239875651,1.0674616470288498,NA,66548272
FRA,2016,NA,16784068158,55780.3941395542,1.187650380874203,NA,66724104
GBR,1995,NA,8539203860,27227.3288195622,2.469734452482129,NA,58019030
GBR,1996,NA,8562123632,26723.2339134366,2.5386544467447862,NA,58166950
GBR,1997,NA,9857060352,27068.4213619766,4.038248414431848,NA,58316954
GBR,1998,NA,10039929015,28215.3826351312,3.137808430530555,NA,58487141
GBR,1999,NA,10970873787,30655.6201116232,3.216724591545983,NA,58682466
GBR,2000,NA,11970467596,31440.3088084947,3.6641289604296077,NA,58892514
GBR,2001,NA,13285094067,32171.0189561096,2.544130573375881,NA,59119673
GBR,2002,NA,14729643766,33090.2012385623,2.457877617272942,NA,59370479
GBR,2003,NA,15223298165,33437.5749498222,3.325909315402569,NA,59647577
GBR,2004,NA,12901562039,33193.2378312086,2.364455337353945,0,59987905
GBR,2005,NA,14325193742,34626.4640900752,3.0960889368031275,0,60401206
GBR,2006,NA,14279847463,35968.2214319363,2.4559996511129185,0,60846820
GBR,2007,NA,13928746035,37774.3344607316,2.3567082298228854,0,61322463
GBR,2014,NA,17939807788,40612.0335453675,3.0542510117523847,NA,64602298
GBR,2015,NA,23395267217,41783.632796355,2.345939517145041,NA,65116219
GBR,2016,NA,22186425693,42949.1474806295,1.9357909496915795,NA,65611593
GRC,1995,NA,0,919.01618547859,2.099719766833033,NA,10562153
GRC,1996,NA,0,NA,2.862128846452933,NA,10608800
GRC,1997,NA,0,1015.10807874701,4.4841991477097025,NA,10661259
GRC,1998,NA,0,NA,3.894904772474277,NA,10720509
GRC,1999,NA,0,1439.52093158346,3.072596663897471,NA,10761698
GRC,2000,NA,2211000000,NA,3.919770772008249,NA,10805808
GRC,2001,NA,2137000000,1533.77390316277,4.131612076412779,NA,10862132
GRC,2002,NA,2837000000,NA,3.922871842294967,NA,10902022
GRC,2003,NA,3531000000,1647.27983011769,5.794531264441588,NA,10928070
GRC,2004,NA,3473000000,1669.74631454117,5.060992564778317,0,10955141
GRC,2005,NA,1686000000,1844.29313261999,0.5991420554741609,0,10987314
GRC,2006,NA,1794000000,1888.71975624923,5.652433720157802,0,11020362
GRC,2007,NA,1941000000,2003.96646375429,3.273746857104868,0,11048473
GRC,2014,NA,1856228968,2143.93022964694,0.7397771234965091,NA,10892413
GRC,2015,NA,1668201654,2479.06178629771,-0.2909022969425479,NA,10820883
GRC,2016,NA,0,2576.97948404082,-0.24431474084668992,NA,10775971
IRL,1995,NA,357000000,1137.98396045941,9.63442230427627,NA,3608841
IRL,1996,NA,333000000,1273.11247230842,7.809274791675719,NA,3637510
IRL,1997,NA,535000000,1374.38289077029,10.289950511202832,NA,3674171
IRL,1998,NA,588000000,1450.92536263433,8.500199853264178,NA,3712696
IRL,1999,NA,797000000,1530.40620905616,10.617852309035243,NA,3754786
IRL,2000,NA,1036000000,1577.26043839361,9.559889222976594,NA,3805174
IRL,2001,NA,1514000000,1619.74836715538,5.803637383227269,NA,3866243
IRL,2002,NA,1814000000,1726.86106500845,6.309274146594461,NA,3931947
IRL,2003,NA,1873000000,1896.10503899864,3.1195091034445,NA,3996521
IRL,2004,NA,1870000000,2120.19534258263,6.6812276023426165,0,4070262
IRL,2005,NA,1982000000,2274.49356301628,6.006383302298701,0,4159914
IRL,2006,NA,2372000000,2411.26748665525,5.521667081023125,0,4273591
IRL,2007,NA,2736000000,2610.74789167441,5.208716385708584,0,4398942
IRL,2014,NA,649000000,3418.53786277102,8.328379308571115,NA,4657740
IRL,2015,NA,623000000,3362.2536973648,25.557268846055507,NA,4701957
IRL,2016,NA,11000000,3479.47210306739,5.141460154486822,NA,4755335
ISL,1995,NA,92912526,111.257428113057,NA,NA,267468
ISL,1996,NA,86360683,NA,NA,NA,268916
ISL,1997,NA,98817693,146.729408872157,5.1039645672458676,NA,271128
ISL,1998,NA,166107120,170.919381519844,7.018608035074919,NA,274047
ISL,1999,NA,146128678,203.704225541148,3.894494079762339,NA,277381
ISL,2000,NA,161179920,246.12226877252,4.6029920885223135,NA,281205
ISL,2001,NA,138167657,282.728823517711,3.927535516076901,NA,284968
ISL,2002,NA,156460643,282.391208514318,0.5505049616272544,NA,287523
ISL,2003,NA,190212151,276.631112095768,2.356712931706312,NA,289521
ISL,2004,NA,180166433,NA,8.074288685106183,0,292074
ISL,2005,NA,181393637,314.94446505731,6.390526475238076,0,296734
ISL,2006,NA,249704494,357.24353254694,5.017187435629793,0,303782
ISL,2007,NA,228316076,344.115280715909,9.428280616437519,0,311566
ISL,2014,NA,60727376,269.84174610687,2.20034689075797,NA,327386
ISL,2015,NA,87921895,305.566595647402,4.311317806163089,NA,330815
ISL,2016,NA,0,314.061572407895,7.4814502385648325,NA,335439
